"","SEQN","INDFMMPI","INDFMMPC"
"1179",110441,NA,1
"1180",110442,0.71,1
"1181",110443,1.85,2
"1182",110444,2.29,3
"1183",110445,1.14,1
"1184",110446,5,3
"1185",110447,5,3
"1186",110448,1.39,2
"1187",110449,3.41,3
"1188",110450,2.41,3
"1189",110451,0,1
"1190",110452,NA,2
"1191",110453,NA,NA
"1192",110454,2.94,3
"1193",110455,0.62,1
"1194",110456,3.35,3
"1195",110457,NA,NA
"1196",110458,0.56,1
"1197",110459,0.29,1
"1198",110460,5,3
"1199",110461,2.69,3
"1200",110462,1.86,3
"1201",110463,0.83,1
"1202",110464,3.65,3
"1203",110465,0.7,1
"1204",110466,4.77,3
"1205",110467,1.17,1
"1206",110468,1.39,2
"1207",110469,3.41,3
"1208",110470,5,3
"1209",110471,NA,9
"1210",110472,4.75,3
"1211",110473,5,3
"1212",110474,2.13,3
"1213",110475,0.53,1
"1214",110476,0.75,1
"1215",110477,3.94,3
"1216",110478,5,3
"1217",110479,2.31,3
"1218",110480,0.99,1
"1219",110481,0.56,1
"1220",110482,NA,NA
"1221",110483,4.27,3
"1222",110484,5,3
"1223",110485,0.99,1
"1224",110486,3.73,3
"1225",110487,NA,NA
"1226",110488,4.52,3
"1227",110489,1.49,2
"1228",110490,NA,NA
"1229",110491,NA,3
"1230",110492,NA,1
"1231",110493,NA,1
"1232",110494,2.88,3
"1233",110495,NA,3
"1234",110496,5,3
"1235",110497,1.42,2
"1236",110498,NA,NA
"1237",110499,NA,3
"1238",110500,1.95,3
"1239",110501,NA,NA
"1240",110502,NA,9
"1241",110503,1.46,2
"1242",110504,1.11,1
"1243",110505,NA,7
"1244",110506,3.38,3
"1245",110507,5,3
"1246",110508,2.29,3
"1247",110509,1.15,1
"1248",110510,NA,9
"1249",110511,1.92,3
"1250",110512,NA,9
"1251",110513,1.54,2
"1252",110514,NA,9
"1253",110515,2.55,3
"1254",110516,1.18,1
"1255",110517,2,3
"1256",110518,5,3
"1257",110519,1.62,2
"1258",110520,5,3
"1259",110521,0.34,1
"1260",110522,2.48,3
"1261",110523,NA,9
"1262",110524,1.92,3
"1263",110525,5,3
"1264",110526,1.8,2
"1265",110527,0.89,1
"1266",110528,1.91,3
"1267",110529,0.98,1
"1268",110530,4.61,3
"1269",110531,2.35,3
"1270",110532,2.02,3
"1271",110533,1.64,2
"1272",110534,NA,3
"1273",110535,NA,3
"1274",110536,0.96,1
"1275",110537,0,1
"1276",110538,NA,NA
"1277",110539,1.71,2
"1278",110540,2.96,3
"1279",110541,1.55,2
"1280",110542,4.66,3
"1281",110543,NA,3
"1282",110544,1.63,2
"1283",110545,1.41,2
"1284",110546,NA,3
"1285",110547,5,3
"1286",110548,5,3
"1287",110549,0.56,1
"1288",110550,0.73,1
"1289",110551,2.69,3
"1290",110552,1.46,2
"1291",110553,5,3
"1292",110554,NA,9
"1293",110555,0.56,1
"1294",110556,5,3
"1295",110557,NA,NA
"1296",110558,1.98,3
"1297",110559,5,3
"1298",110560,1.05,1
"1299",110561,1.19,1
"1300",110562,3.9,3
"1301",110563,NA,NA
"1302",110564,5,3
"1303",110565,0.85,1
"1304",110566,1.15,1
"1305",110567,1.54,2
"1306",110568,3.14,3
"1307",110569,3.21,3
"1308",110570,5,3
"1309",110571,0.98,1
"1310",110572,NA,1
"1311",110573,3.95,3
"1312",110574,0.59,1
"1313",110575,2.96,3
"1314",110576,4.89,3
"1315",110577,NA,1
"1316",110578,NA,NA
"1317",110579,0.37,1
"1318",110580,NA,NA
"1319",110581,0.28,1
"1320",110582,5,3
"1321",110583,5,3
"1322",110584,0.72,1
"1323",110585,0.24,1
"1324",110586,5,3
"1325",110587,1.14,1
"1326",110588,4.26,3
"1327",110589,1.05,1
"1328",110590,0.33,1
"1329",110591,NA,7
"1330",110592,4.8,3
"1331",110593,2.1,3
"1332",110594,NA,2
"1333",110595,1.43,2
"1334",110596,1.1,1
"1335",110597,1.99,3
"1336",110598,0.76,1
"1337",110599,1.19,1
"1338",110600,0,1
"1339",110601,3.96,3
"1340",110602,NA,3
"1341",110603,1.16,1
"1342",110604,1.42,2
"1343",110605,1.92,3
"1344",110606,4.22,3
"1345",110607,5,3
"1346",110608,1.69,2
"1347",110609,NA,3
"1348",110610,1.31,2
"1349",110611,2.25,3
"1350",110612,0.71,1
"1351",110613,NA,1
"1352",110614,5,3
"1353",110615,5,3
"1354",110616,NA,NA
"1355",110617,2.84,3
"1356",110618,1.63,2
"1357",110619,0.9,1
"1358",110620,NA,NA
"1359",110621,2.84,3
"1360",110622,2.94,3
"1361",110623,1.63,2
"1362",110624,1.67,2
"1363",110625,5,3
"1364",110626,1.11,1
"1365",110627,NA,2
"1366",110628,5,3
"1367",110629,0.51,1
"1368",110630,5,3
"1369",110631,NA,7
"1370",110632,4.7,3
"1371",110633,1.26,1
"1372",110634,1.44,2
"1373",110635,3.26,3
"1374",110636,1.19,1
"1375",110637,0.22,1
"1376",110638,1.18,1
"1377",110639,4.97,3
"1378",110640,0.74,1
"1379",110641,3.75,3
"1380",110642,NA,9
"1381",110643,1.18,1
"1382",110644,0.87,1
"1383",110645,2.45,3
"1384",110646,3.47,3
"1385",110647,NA,1
"1386",110648,1,1
"1387",110649,5,3
"1388",110650,1.91,3
"1389",110651,NA,2
"1390",110652,NA,NA
"1391",110653,NA,9
"1392",110654,0,1
"1393",110655,3.21,3
"1394",110656,1.94,3
"1395",110657,1.77,2
"1396",110658,NA,NA
"1397",110659,2.76,3
"1398",110660,0.53,1
"1399",110661,1.42,2
"1400",110662,0.28,1
"1401",110663,3.55,3
"1402",110664,0,1
"1403",110665,0.76,1
"1404",110666,NA,3
"1405",110667,5,3
"1406",110668,NA,3
"1407",110669,1.42,2
"1408",110670,0.49,1
"1409",110671,0.51,1
"1410",110672,1.99,3
"1411",110673,3.05,3
"1412",110674,1.73,2
"1413",110675,1.19,1
"1414",110676,1.49,2
"1415",110677,0.57,1
"1416",110678,NA,NA
"1417",110679,3.88,3
"1418",110680,2.94,3
"1419",110681,1.26,1
"1420",110682,1.25,1
"1421",110683,NA,9
"1422",110684,0.9,1
"1423",110685,1.48,2
"1424",110686,1.14,1
"1425",110687,5,3
"1426",110688,1.45,2
"1427",110689,2.33,3
"1428",110690,2.88,3
"1429",110691,NA,3
"1430",110692,2.84,3
"1431",110693,3.73,3
"1432",110694,1.24,1
"1433",110695,NA,NA
"1434",110696,2.2,3
"1435",110697,2.2,3
"1436",110698,5,3
"1437",110699,3.55,3
"1438",110700,5,3
"1439",110701,0,1
"1440",110702,2.04,3
"1441",110703,0.67,1
"1442",110704,NA,3
"1443",110705,5,3
"1444",110706,0.8,1
"1445",110707,1.1,1
"1446",110708,1.21,1
"1447",110709,NA,NA
"1448",110710,1.28,1
"1449",110711,5,3
"1450",110712,1.44,2
"1451",110713,4.84,3
"1452",110714,NA,NA
"1453",110715,1.91,3
"1454",110716,3.23,3
"1455",110717,0.86,1
"1456",110718,1.76,2
"1457",110719,NA,NA
"1458",110720,1.16,1
"1459",110721,NA,9
"1460",110722,0.57,1
"1461",110723,4.74,3
"1462",110724,5,3
"1463",110725,NA,NA
"1464",110726,1.99,3
"1465",110727,5,3
"1466",110728,NA,NA
"1467",110729,5,3
"1468",110730,1.25,1
"1469",110731,4.97,3
"1470",110732,2.93,3
"1471",110733,2.64,3
"1472",110734,4.78,3
"1473",110735,NA,1
"1474",110736,NA,1
"1475",110737,5,3
"1476",110738,NA,NA
"1477",110739,0.53,1
"1478",110740,0.4,1
"1479",110741,0.55,1
"1480",110742,1.46,2
"1481",110743,1.99,3
"1482",110744,3.48,3
"1483",110745,1.18,1
"1484",110746,3.26,3
"1485",110747,3.19,3
"1486",110748,1.28,1
"1487",110749,NA,7
"1488",110750,2.08,3
"1489",110751,0.33,1
"1490",110752,1.78,2
"1491",110753,1.46,2
"1492",110754,3.82,3
"1493",110755,5,3
"1494",110756,5,3
"1495",110757,NA,NA
"1496",110758,NA,NA
"1497",110759,NA,NA
"1498",110760,5,3
"1499",110761,1.58,2
"1500",110762,3.67,3
"1501",110763,1.09,1
"1502",110764,1.03,1
"1503",110765,NA,NA
"1504",110766,3.07,3
"1505",110767,2.84,3
"1506",110768,NA,1
"1507",110769,NA,2
"1508",110770,1.46,2
"1509",110771,2.92,3
"1510",110772,NA,9
"1511",110773,NA,NA
"1512",110774,2.1,3
"1513",110775,0.78,1
"1514",110776,3.58,3
"1515",110777,2.4,3
"1516",110778,4.39,3
"1517",110779,3.69,3
"1518",110780,2.31,3
"1519",110781,5,3
"1520",110782,NA,3
"1521",110783,1.37,2
"1522",110784,5,3
"1523",110785,2.35,3
"1524",110786,0.81,1
"1525",110787,5,3
"1526",110788,0.91,1
"1527",110789,0.83,1
"1528",110790,4.77,3
"1529",110791,NA,3
"1530",110792,5,3
"1531",110793,3.34,3
"1532",110794,1.17,1
"1533",110795,1.44,2
"1534",110796,1.67,2
"1535",110797,NA,NA
"1536",110798,3.26,3
"1537",110799,NA,3
"1538",110800,0,1
"1539",110801,NA,NA
"1540",110802,0.92,1
"1541",110803,1.86,3
"1542",110804,5,3
"1543",110805,0.36,1
"1544",110806,0.72,1
"1545",110807,3.17,3
"1546",110808,0.28,1
"1547",110809,NA,3
"1548",110810,2.08,3
"1549",110811,1.07,1
"1550",110812,0.79,1
"1551",110813,1.97,3
"1552",110814,0.06,1
"1553",110815,0.92,1
"1554",110816,0.93,1
"1555",110817,2.01,3
"1556",110818,1.28,1
"1557",110819,1.12,1
"1558",110820,0.85,1
"1559",110821,1.07,1
"1560",110822,0.89,1
"1561",110823,NA,NA
"1562",110824,0.69,1
"1563",110825,NA,3
"1564",110826,NA,9
"1565",110827,NA,1
"1566",110828,1.62,2
"1567",110829,3.73,3
"1568",110830,1.34,2
"1569",110831,NA,NA
"1570",110832,0.91,1
"1571",110833,5,3
"1572",110834,1.42,2
"1573",110835,1.17,1
"1574",110836,2.92,3
"1575",110837,NA,NA
"1576",110838,NA,9
"1577",110839,0.78,1
"1578",110840,2.94,3
"1579",110841,NA,2
"1580",110842,2.76,3
"1581",110843,0,1
"1582",110844,1.58,2
"1583",110845,NA,NA
"1584",110846,1.11,1
"1585",110847,1.24,1
"1586",110848,NA,3
"1587",110849,0.71,1
"1588",110850,4.62,3
"1589",110851,1.15,1
"1590",110852,NA,NA
"1591",110853,NA,NA
"1592",110854,3.38,3
"1593",110855,0.35,1
"1594",110856,2.47,3
"1595",110857,5,3
"1596",110858,NA,NA
"1597",110859,1.08,1
"1598",110860,0.49,1
"1599",110861,1.46,2
"1600",110862,0.73,1
"1601",110863,5,3
"1602",110864,0.9,1
"1603",110865,0.81,1
"1604",110866,5,3
"1605",110867,1.67,2
"1606",110868,1.19,1
"1607",110869,0.87,1
"1608",110870,NA,3
"1609",110871,NA,NA
"1610",110872,1.91,3
"1611",110873,1.46,2
"1612",110874,NA,NA
"1613",110875,3.64,3
"1614",110876,NA,1
"1615",110877,5,3
"1616",110878,2.68,3
"1617",110879,NA,NA
"1618",110880,5,3
"1619",110881,NA,NA
"1620",110882,1.08,1
"1621",110883,2.86,3
"1622",110884,2.15,3
"1623",110885,1.63,2
"1624",110886,NA,9
"1625",110887,0.8,1
"1626",110888,1.07,1
"1627",110889,1.33,2
"1628",110890,0.92,1
"1629",110891,5,3
"1630",110892,4.88,3
"1631",110893,NA,NA
"1632",110894,0.6,1
"1633",110895,NA,9
"1634",110896,1.28,1
"1635",110897,5,3
"1636",110898,4.88,3
"1637",110899,NA,3
"1638",110900,1.35,2
"1639",110901,NA,9
"1640",110902,0,1
"1641",110903,1.56,2
"1642",110904,1.29,1
"1643",110905,2.25,3
"1644",110906,NA,NA
"1645",110907,NA,NA
"1646",110908,0.48,1
"1647",110909,NA,3
"1648",110910,3.26,3
"1649",110911,3.38,3
"1650",110912,0.41,1
"1651",110913,NA,NA
"1652",110914,0.99,1
"1653",110915,2.22,3
"1654",110916,1.22,1
"1655",110917,1.54,2
"1656",110918,NA,1
"1657",110919,NA,1
"1658",110920,0.76,1
"1659",110921,NA,3
"1660",110922,0.8,1
"1661",110923,1.15,1
"1662",110924,0.76,1
"1663",110925,1.19,1
"1664",110926,NA,2
"1665",110927,2.47,3
"1666",110928,5,3
"1667",110929,4.8,3
"1668",110930,5,3
"1669",110931,3.38,3
"1670",110932,NA,3
"1671",110933,NA,9
"1672",110934,5,3
"1673",110935,NA,NA
"1674",110936,5,3
"1675",110937,5,3
"1676",110938,NA,9
"1677",110939,0,1
"1678",110940,3.28,3
"1679",110941,NA,3
"1680",110942,3.41,3
"1681",110943,0,1
"1682",110944,2.37,3
"1683",110945,0,1
"1684",110946,0.88,1
"1685",110947,NA,NA
"1686",110948,4.66,3
"1687",110949,NA,7
"1688",110950,1.44,2
"1689",110951,1.59,2
"1690",110952,4.1,3
"1691",110953,2.92,3
"1692",110954,2.19,3
"1693",110955,1.75,2
"1694",110956,5,3
"1695",110957,1.1,1
"1696",110958,2.21,3
"1697",110959,NA,NA
"1698",110960,1.35,2
"1699",110961,NA,3
"1700",110962,NA,NA
"1701",110963,0.73,1
"1702",110964,0.3,1
"1703",110965,1.15,1
"1704",110966,4.9,3
"1705",110967,0.93,1
"1706",110968,NA,9
"1707",110969,0.02,1
"1708",110970,5,3
"1709",110971,1.4,2
"1710",110972,0.97,1
"1711",110973,NA,NA
"1712",110974,NA,NA
"1713",110975,0,1
"1714",110976,1.91,3
"1715",110977,5,3
"1716",110978,0.18,1
"1717",110979,5,3
"1718",110980,1.39,2
"1719",110981,0.57,1
"1720",110982,3.66,3
"1721",110983,2.35,3
"1722",110984,5,3
"1723",110985,1.48,2
"1724",110986,5,3
"1725",110987,5,3
"1726",110988,NA,NA
"1727",110989,NA,9
"1728",110990,NA,7
"1729",110991,5,3
"1730",110992,2.44,3
"1731",110993,2.07,3
"1732",110994,5,3
"1733",110995,3.53,3
"1734",110996,NA,NA
"1735",110997,3.26,3
"1736",110998,5,3
"1737",110999,1.22,1
"1738",111000,NA,NA
"1739",111001,2.5,3
"1740",111002,NA,3
"1741",111003,2.92,3
"1742",111004,1.22,1
"1743",111005,NA,NA
"1744",111006,3.55,3
"1745",111007,NA,7
"1746",111008,1.49,2
"1747",111009,0.52,1
"1748",111010,1.15,1
"1749",111011,1.78,2
"1750",111012,NA,9
"1751",111013,5,3
"1752",111014,1.31,2
"1753",111015,NA,1
"1754",111016,1.43,2
"1755",111017,NA,3
"1756",111018,5,3
"1757",111019,4.59,3
"1758",111020,0.52,1
"1759",111021,3.9,3
"1760",111022,1.63,2
"1761",111023,NA,NA
"1762",111024,NA,NA
"1763",111025,1.7,2
"1764",111026,0.88,1
"1765",111027,NA,NA
"1766",111028,1.47,2
"1767",111029,0.67,1
"1768",111030,3.69,3
"1769",111031,5,3
"1770",111032,3.64,3
"1771",111033,NA,NA
"1772",111034,5,3
"1773",111035,1.47,2
"1774",111036,5,3
"1775",111037,5,3
"1776",111038,1.17,1
"1777",111039,1.67,2
"1778",111040,2.04,3
"1779",111041,3.47,3
"1780",111042,2.14,3
"1781",111043,NA,NA
"1782",111044,1.88,3
"1783",111045,1.54,2
"1784",111046,0.59,1
"1785",111047,NA,NA
"1786",111048,0.4,1
"1787",111049,3.38,3
"1788",111050,2.39,3
"1789",111051,0.99,1
"1790",111052,5,3
"1791",111053,0.33,1
"1792",111054,3.55,3
"1793",111055,NA,1
"1794",111056,0.87,1
"1795",111057,5,3
"1796",111058,NA,9
"1797",111059,1.19,1
"1798",111060,0.76,1
"1799",111061,2.86,3
"1800",111062,4.96,3
"1801",111063,5,3
"1802",111064,1.6,2
"1803",111065,0.93,1
"1804",111066,1.97,3
"1805",111067,3.18,3
"1806",111068,3.77,3
"1807",111069,1.08,1
"1808",111070,NA,1
"1809",111071,NA,2
"1810",111072,1.27,1
"1811",111073,0.67,1
"1812",111074,0.24,1
"1813",111075,NA,3
"1814",111076,0.33,1
"1815",111077,4.63,3
"1816",111078,2.89,3
"1817",111079,NA,7
"1818",111080,2.92,3
"1819",111081,NA,NA
"1820",111082,0.93,1
"1821",111083,NA,NA
"1822",111084,2.49,3
"1823",111085,NA,9
"1824",111086,NA,3
"1825",111087,1.48,2
"1826",111088,1.71,2
"1827",111089,0.96,1
"1828",111090,0.82,1
"1829",111091,1.14,1
"1830",111092,3.58,3
"1831",111093,1.35,2
"1832",111094,NA,3
"1833",111095,2.36,3
"1834",111096,0.62,1
"1835",111097,1.36,2
"1836",111098,5,3
"1837",111099,2.78,3
"1838",111100,1.62,2
"1839",111101,3.65,3
"1840",111102,1.97,3
"1841",111103,1.95,3
"1842",111104,1.6,2
"1843",111105,0.92,1
"1844",111106,0.41,1
"1845",111107,NA,9
"1846",111108,1.56,2
"1847",111109,3.16,3
"1848",111110,0.46,1
"1849",111111,0.76,1
"1850",111112,2.78,3
"1851",111113,5,3
"1852",111114,1.92,3
"1853",111115,1.46,2
"1854",111116,1.12,1
"1855",111117,5,3
"1856",111118,NA,NA
"1857",111119,2.5,3
"1858",111120,1.43,2
"1859",111121,1.76,2
"1860",111122,3.9,3
"1861",111123,1.66,2
"1862",111124,3.32,3
"1863",111125,0.39,1
"1864",111126,3.84,3
"1865",111127,2.7,3
"1866",111128,NA,2
"1867",111129,1.19,1
"1868",111130,NA,NA
"1869",111131,1.07,1
"1870",111132,0.62,1
"1871",111133,NA,3
"1872",111134,4.18,3
"1873",111135,1.4,2
"1874",111136,NA,NA
"1875",111137,0.45,1
"1876",111138,1.48,2
"1877",111139,1.8,2
"1878",111140,NA,1
"1879",111141,4.77,3
"1880",111142,4.17,3
"1881",111143,0.6,1
"1882",111144,2.96,3
"1883",111145,0.96,1
"1884",111146,1.88,3
"1885",111147,1.8,2
"1886",111148,NA,NA
"1887",111149,1.85,2
"1888",111150,0.87,1
"1889",111151,0.4,1
"1890",111152,2.89,3
"1891",111153,5,3
"1892",111154,0.35,1
"1893",111155,1.41,2
"1894",111156,3.82,3
"1895",111157,5,3
"1896",111158,0.94,1
"1897",111159,0.74,1
"1898",111160,0.59,1
"1899",111161,0,1
"1900",111162,NA,NA
"1901",111163,3.9,3
"1902",111164,5,3
"1903",111165,3.41,3
"1904",111166,NA,NA
"1905",111167,NA,NA
"1906",111168,3.26,3
"1907",111169,NA,NA
"1908",111170,NA,1
"1909",111171,NA,NA
"1910",111172,0.4,1
"1911",111173,NA,NA
"1912",111174,0.98,1
"1913",111175,0.4,1
"1914",111176,4.43,3
"1915",111177,NA,1
"1916",111178,2.22,3
"1917",111179,3.38,3
"1918",111180,NA,7
"1919",111181,NA,3
"1920",111182,1.31,2
"1921",111183,5,3
"1922",111184,0.62,1
"1923",111185,0.69,1
"1924",111186,3.82,3
"1925",111187,0.89,1
"1926",111188,2.48,3
"1927",111189,NA,1
"1928",111190,4.16,3
"1929",111191,2.44,3
"1930",111192,0,1
"1931",111193,2.08,3
"1932",111194,5,3
"1933",111195,NA,NA
"1934",111196,NA,3
"1935",111197,0.9,1
"1936",111198,NA,NA
"1937",111199,1.04,1
"1938",111200,1.17,1
"1939",111201,NA,NA
"1940",111202,4.17,3
"1941",111203,3.65,3
"1942",111204,5,3
"1943",111205,5,3
"1944",111206,5,3
"1945",111207,1.71,2
"1946",111208,5,3
"1947",111209,2.98,3
"1948",111210,2.69,3
"1949",111211,1.2,1
"1950",111212,1.28,1
"1951",111213,5,3
"1952",111214,NA,9
"1953",111215,0.77,1
"1954",111216,NA,3
"1955",111217,NA,3
"1956",111218,0,1
"1957",111219,3.55,3
"1958",111220,0.06,1
"1959",111221,5,3
"1960",111222,NA,3
"1961",111223,NA,NA
"1962",111224,3.65,3
"1963",111225,NA,NA
"1964",111226,1.11,1
"1965",111227,2.25,3
"1966",111228,3.17,3
"1967",111229,NA,1
"1968",111230,NA,1
"1969",111231,5,3
"1970",111232,1.63,2
"1971",111233,NA,NA
"1972",111234,1.39,2
"1973",111235,0,1
"1974",111236,NA,NA
"1975",111237,1.75,2
"1976",111238,1.42,2
"1977",111239,0.95,1
"1978",111240,5,3
"1979",111241,NA,NA
"1980",111242,NA,NA
"1981",111243,5,3
"1982",111244,5,3
"1983",111245,1.49,2
"1984",111246,2.94,3
"1985",111247,0.9,1
"1986",111248,1.58,2
"1987",111249,2.13,3
"1988",111250,0.5,1
"1989",111251,0.43,1
"1990",111252,5,3
"1991",111253,NA,3
"1992",111254,5,3
"1993",111255,NA,2
"1994",111256,3.53,3
"1995",111257,NA,3
"1996",111258,5,3
"1997",111259,5,3
"1998",111260,0.33,1
"1999",111261,NA,1
"2000",111262,0.95,1
"2001",111263,NA,3
"2002",111264,0.32,1
"2003",111265,NA,NA
"2004",111266,2.92,3
"2005",111267,2.44,3
"2006",111268,1.09,1
"2007",111269,1.33,2
"2008",111270,0.85,1
"2009",111271,5,3
"2010",111272,0,1
"2011",111273,0.28,1
"2012",111274,NA,NA
"2013",111275,3.5,3
"2014",111276,4.25,3
"2015",111277,0.92,1
"2016",111278,0.72,1
"2017",111279,5,3
"2018",111280,5,3
"2019",111281,5,3
"2020",111282,1.39,2
"2021",111283,5,3
"2022",111284,0.73,1
"2023",111285,NA,3
"2024",111286,5,3
"2025",111287,1.71,2
"2026",111288,2.4,3
"2027",111289,2.16,3
"2028",111290,1.07,1
"2029",111291,NA,NA
"2030",111292,1.14,1
"2031",111293,1.1,1
"2032",111294,0.48,1
"2033",111295,NA,9
"2034",111296,3.05,3
"2035",111297,4.37,3
"2036",111298,0.69,1
"2037",111299,3.9,3
"2038",111300,0.4,1
"2039",111301,2.77,3
"2040",111302,1.91,3
"2041",111303,NA,9
"2042",111304,3.77,3
"2043",111305,1.35,2
"2044",111306,1.35,2
"2045",111307,5,3
"2046",111308,5,3
"2047",111309,2.64,3
"2048",111310,NA,NA
"2049",111311,NA,1
"2050",111312,1.96,3
"2051",111313,5,3
"2052",111314,NA,7
"2053",111315,NA,NA
"2054",111316,5,3
"2055",111317,2.35,3
"2056",111318,NA,3
"2057",111319,1.59,2
"2058",111320,1.39,2
"2059",111321,NA,1
"2060",111322,1.43,2
"2061",111323,1.11,1
"2062",111324,3.28,3
"2063",111325,NA,9
"2064",111326,0.59,1
"2065",111327,1.15,1
"2066",111328,3.99,3
"2067",111329,NA,3
"2068",111330,0,1
"2069",111331,NA,2
"2070",111332,0,1
"2071",111333,2.06,3
"2072",111334,NA,NA
"2073",111335,NA,3
"2074",111336,5,3
"2075",111337,NA,NA
"2076",111338,NA,1
"2077",111339,2.39,3
"2078",111340,1.82,2
"2079",111341,0.71,1
"2080",111342,3.38,3
"2081",111343,0.81,1
"2082",111344,0.42,1
"2083",111345,0.4,1
"2084",111346,0.92,1
"2085",111347,0,1
"2086",111348,0.83,1
"2087",111349,5,3
"2088",111350,NA,7
"2089",111351,3.9,3
"2090",111352,2.84,3
"2091",111353,1.58,2
"2092",111354,5,3
"2093",111355,NA,9
"2094",111356,3.26,3
"2095",111357,3.94,3
"2096",111358,4.58,3
"2097",111359,1.63,2
"2098",111360,2.76,3
"2099",111361,NA,2
"2100",111362,3.55,3
"2101",111363,2.29,3
"2102",111364,5,3
"2103",111365,2.84,3
"2104",111366,0.57,1
"2105",111367,1.81,2
"2106",111368,0.77,1
"2107",111369,0.57,1
"2108",111370,1.8,2
"2109",111371,2.01,3
"2110",111372,2.84,3
"2111",111373,3.17,3
"2112",111374,5,3
"2113",111375,NA,3
"2114",111376,0.82,1
"2115",111377,5,3
"2116",111378,NA,2
"2117",111379,0.41,1
"2118",111380,1,1
"2119",111381,NA,9
"2120",111382,NA,2
"2121",111383,2.02,3
"2122",111384,1.4,2
"2123",111385,1.82,2
"2124",111386,0.38,1
"2125",111387,2.64,3
"2126",111388,NA,NA
"2127",111389,1.21,1
"2128",111390,1.85,2
"2129",111391,0.99,1
"2130",111392,0.31,1
"2131",111393,1.22,1
"2132",111394,4.37,3
"2133",111395,1.1,1
"2134",111396,1.37,2
"2135",111397,0.28,1
"2136",111398,0.29,1
"2137",111399,0.55,1
"2138",111400,3.09,3
"2139",111401,0.5,1
"2140",111402,0.8,1
"2141",111403,0,1
"2142",111404,0.2,1
"2143",111405,1.22,1
"2144",111406,5,3
"2145",111407,2.32,3
"2146",111408,5,3
"2147",111409,NA,3
"2148",111410,NA,NA
"2149",111411,1.41,2
"2150",111412,0.65,1
"2151",111413,NA,NA
"2152",111414,NA,NA
"2153",111415,1.13,1
"2154",111416,1.18,1
"2155",111417,1.6,2
"2156",111418,0.41,1
"2157",111419,NA,NA
"2158",111420,0,1
"2159",111421,NA,1
"2160",111422,1.44,2
"2161",111423,0.69,1
"2162",111424,1.12,1
"2163",111425,NA,3
"2164",111426,3.41,3
"2165",111427,1.27,1
"2166",111428,0.81,1
"2167",111429,1.4,2
"2168",111430,4.06,3
"2169",111431,0.81,1
"2170",111432,NA,NA
"2171",111433,0.65,1
"2172",111434,0.9,1
"2173",111435,0.51,1
"2174",111436,3.34,3
"2175",111437,2.81,3
"2176",111438,2.35,3
"2177",111439,2.48,3
"2178",111440,5,3
"2179",111441,5,3
"2180",111442,1.41,2
"2181",111443,3.88,3
"2182",111444,NA,7
"2183",111445,1.17,1
"2184",111446,2.92,3
"2185",111447,0,1
"2186",111448,NA,9
"2187",111449,1.18,1
"2188",111450,1.53,2
"2189",111451,1.17,1
"2190",111452,2.63,3
"2191",111453,NA,3
"2192",111454,2.33,3
"2193",111455,NA,2
"2194",111456,0.71,1
"2195",111457,1.05,1
"2196",111458,3.66,3
"2197",111459,0.84,1
"2198",111460,NA,NA
"2199",111461,NA,3
"2200",111462,3.96,3
"2201",111463,1.02,1
"2202",111464,1.04,1
"2203",111465,5,3
"2204",111466,0.73,1
"2205",111467,NA,3
"2206",111468,NA,1
"2207",111469,NA,9
"2208",111470,4.97,3
"2209",111471,1.5,2
"2210",111472,5,3
"2211",111473,0.53,1
"2212",111474,NA,9
"2213",111475,2.89,3
"2214",111476,NA,NA
"2215",111477,1.82,2
"2216",111478,0.51,1
"2217",111479,NA,NA
"2218",111480,NA,NA
"2219",111481,3.33,3
"2220",111482,2.94,3
"2221",111483,NA,3
"2222",111484,0.82,1
"2223",111485,1.22,1
"2224",111486,5,3
"2225",111487,1.16,1
"2226",111488,1.11,1
"2227",111489,2.12,3
"2228",111490,NA,NA
"2229",111491,NA,NA
"2230",111492,NA,9
"2231",111493,1.87,3
"2232",111494,0.66,1
"2233",111495,2.92,3
"2234",111496,NA,NA
"2235",111497,NA,3
"2236",111498,NA,NA
"2237",111499,0.88,1
"2238",111500,0.96,1
"2239",111501,5,3
"2240",111502,1.78,2
"2241",111503,3.55,3
"2242",111504,1.91,3
"2243",111505,4.05,3
"2244",111506,3.82,3
"2245",111507,5,3
"2246",111508,NA,NA
"2247",111509,0.95,1
"2248",111510,3.66,3
"2249",111511,NA,NA
"2250",111512,1.44,2
"2251",111513,NA,NA
"2252",111514,5,3
"2253",111515,0.8,1
"2254",111516,NA,3
"2255",111517,NA,NA
"2256",111518,1.31,2
"2257",111519,0.35,1
"2258",111520,NA,9
"2259",111521,0.71,1
"2260",111522,1.69,2
"2261",111523,0.4,1
"2262",111524,2.49,3
"2263",111525,4.37,3
"2264",111526,0.55,1
"2265",111527,0.62,1
"2266",111528,1.19,1
"2267",111529,0.76,1
"2268",111530,0.48,1
"2269",111531,NA,1
"2270",111532,5,3
"2271",111533,1.25,1
"2272",111534,0.69,1
"2273",111535,NA,NA
"2274",111536,3.95,3
"2275",111537,1.42,2
"2276",111538,1.86,3
"2277",111539,NA,NA
"2278",111540,2.15,3
"2279",111541,NA,3
"2280",111542,5,3
"2281",111543,1.75,2
"2282",111544,1.55,2
"2283",111545,0.98,1
"2284",111546,1.29,1
